Тик,Уик,Количество избирателей,Полученные бюллетени,Выданные бюллетени в помещении,Выданные бюллетени вне помещения,Погашенные бюллетени,Число бюллетеней в переносных,Число бюллетеней в стационарных,Недействительные бюллетени,Действительные бюллетени,Утраченные бюллетени,Неучтенные бюллетени,Амосов,Беглов,Тихонова
24,1575,1547,1200,354,4,842,4,354,7,351,0,0,63,213,75
24,1576,3096,2500,710,27,1763,27,694,16,705,0,0,134,427,144
24,1577,3154,2500,873,28,1599,28,873,27,874,0,0,109,630,135
24,1578,2537,2000,651,20,1329,20,651,17,654,0,0,91,471,92
24,1579,2054,1500,531,14,955,14,530,7,537,0,0,64,422,51
24,1580,1920,1500,442,8,1050,8,440,14,434,0,0,83,264,87
24,1581,1605,1500,372,8,1120,8,370,14,364,0,0,42,255,67
24,1582,1556,1100,341,5,754,5,338,8,335,0,0,55,218,62
24,1583,1975,1500,468,17,1015,17,468,14,471,0,0,41,374,56
24,1584,2071,1500,479,4,1017,4,479,15,468,0,0,46,358,64
24,1585,1965,1500,415,4,1081,4,403,19,388,0,0,61,239,88
24,1586,2905,2500,647,6,1847,6,595,14,587,0,0,109,310,168
24,1587,2520,2000,653,22,1325,22,653,4,671,0,0,52,557,62
24,1588,2529,2000,643,7,1350,7,643,12,638,0,0,36,504,98
24,1589,2130,1600,507,5,1088,5,507,19,493,0,0,36,401,56
24,1590,2111,1600,663,13,924,13,663,0,676,0,0,62,564,50
24,1591,2171,1600,599,9,992,9,599,21,587,0,0,102,380,105
24,1592,2040,1500,466,3,1031,3,466,19,450,0,0,86,289,75
24,1593,2227,1600,547,10,1043,10,546,11,545,0,0,94,355,96
24,1594,2131,1600,526,12,1062,12,526,12,526,0,0,36,452,38
24,1595,2383,1800,569,16,1215,16,569,0,585,0,0,56,481,48
24,1596,2407,1800,697,5,1098,5,689,10,684,0,0,109,484,91
24,1597,2592,2000,754,3,1243,3,754,17,740,0,0,38,648,54
24,1598,1958,1500,476,9,1015,9,475,23,461,0,0,67,355,39
24,1599,2201,1600,502,5,1093,5,501,15,491,0,0,69,323,99
24,1600,2115,1500,471,9,1020,9,471,13,467,0,0,90,272,105
24,1601,1962,1500,515,8,977,8,513,20,501,0,0,87,332,82
24,1602,2359,1700,592,11,1097,11,592,0,603,0,0,84,448,71
24,1603,2271,1700,544,5,1151,5,544,0,549,0,0,32,496,21
24,1604,2223,1600,553,5,1042,5,553,13,545,0,0,38,454,53
24,1605,3026,2500,600,3,1897,3,600,14,589,0,0,24,491,74
24,2316,189,250,173,0,77,0,173,0,173,0,0,27,115,31
24,2320,434,450,263,34,153,34,263,5,292,0,0,41,213,38
24,2321,274,350,198,22,130,22,198,1,219,0,0,19,168,32
24,2324,188,250,156,2,92,2,156,7,151,0,0,24,115,12
24,2325,726,750,341,52,357,52,341,3,390,0,0,34,325,31
24,2328,283,350,154,2,194,2,154,4,152,0,0,16,127,9
24,2330,118,200,81,5,114,5,81,4,82,0,0,5,66,11
24,2331,85,150,39,0,111,0,39,2,37,0,0,10,17,10
24,2332,196,250,137,14,99,14,137,3,148,0,0,20,117,11
24,2333,152,250,96,9,145,9,96,2,103,0,0,10,72,21
25,973,1874,1400,502,18,880,18,502,13,507,0,0,53,353,101
25,974,1894,1400,437,31,932,31,437,10,458,0,0,57,309,92
25,975,1649,1300,379,28,893,28,377,9,396,0,0,48,259,89
25,976,2346,1800,667,10,1123,10,667,12,665,0,0,109,426,130
25,977,1803,1400,506,22,872,22,506,19,509,0,0,73,347,89
25,978,2034,1500,474,28,998,28,474,16,486,0,0,55,325,106
25,979,2125,1600,548,10,1042,10,548,19,539,0,0,79,356,104
25,980,1907,1400,518,13,869,13,517,10,520,0,0,68,349,103
25,981,1339,1000,392,9,599,9,392,9,392,0,0,80,233,79
25,982,1967,1500,559,9,932,9,559,9,559,0,0,98,361,100
25,983,1754,1300,478,7,815,6,475,11,470,0,0,72,284,114
25,984,1465,1100,281,2,817,2,281,7,276,0,0,46,167,63
25,985,2037,1500,612,11,877,11,612,11,612,0,0,109,358,145
25,986,1943,1500,602,9,889,9,599,18,590,0,0,91,358,141
25,987,1181,1000,348,33,619,33,348,5,376,0,0,53,263,60
25,988,2052,1600,514,93,993,93,514,12,595,0,0,73,394,128
25,989,1342,1000,358,59,583,59,358,7,410,0,0,45,291,74
25,990,1939,1500,597,16,887,16,597,17,596,0,0,106,367,123
25,991,1996,1500,520,12,968,12,520,14,518,0,0,75,357,86
25,992,1948,1400,471,15,914,15,471,6,480,0,0,80,301,99
25,993,2087,1600,642,18,940,18,642,20,640,0,0,96,419,125
25,994,2206,1600,642,9,949,9,642,10,641,0,0,113,390,138
25,995,1963,1500,578,20,902,20,578,16,582,0,0,76,396,110
25,996,1971,1500,584,22,894,22,584,11,595,0,0,72,399,124
25,997,1430,1100,433,4,663,4,433,9,428,0,0,58,275,95
25,998,1859,1400,464,5,931,5,464,13,456,0,0,70,276,110
25,999,1988,1500,506,7,987,7,499,10,496,0,0,77,303,116
25,1000,2092,1600,544,16,1040,16,543,10,549,0,0,80,355,114
25,1001,2060,1600,531,19,1050,19,531,11,539,0,0,84,342,113
25,1002,2261,1600,659,77,864,77,657,14,720,0,0,91,508,121
25,1003,1947,1500,614,61,825,61,553,17,597,0,0,53,431,113
25,1004,1835,1300,470,63,767,62,470,16,516,0,0,67,352,97
25,1005,1935,1400,573,34,793,34,573,11,596,0,0,62,435,99
25,1006,1891,1400,483,20,897,20,483,14,489,0,0,75,322,92
25,1007,1315,1000,338,18,644,18,338,6,350,0,0,52,223,75
25,1008,1959,1500,477,67,956,67,477,10,534,0,0,81,341,112
25,1009,1877,1400,542,6,852,6,541,24,523,0,0,99,332,92
25,1010,1866,1400,555,12,833,12,555,9,558,0,0,97,325,136
25,1011,1149,1000,320,7,673,7,320,2,325,0,0,45,218,62
25,1012,1500,1100,349,5,746,5,349,7,347,0,0,53,217,77
25,1013,1906,1400,567,24,809,24,543,18,549,0,0,54,397,98
25,1014,1745,1400,553,14,833,14,539,19,534,0,0,67,362,105
25,1015,1662,1300,412,31,857,31,411,13,429,0,0,50,296,83
25,1016,1835,1400,465,56,879,56,465,10,511,0,0,65,361,85
25,1017,1451,1100,447,52,601,52,447,20,479,0,0,72,316,91
25,1018,2115,1600,593,29,978,29,593,15,607,0,0,82,409,116
25,1019,1910,1400,438,65,897,65,436,10,491,0,0,67,342,82
25,1020,2088,1500,584,75,841,75,584,13,646,0,0,88,435,123
25,1021,2243,1700,608,14,1078,14,608,20,602,0,0,85,374,143
25,1022,2015,1500,605,76,819,76,553,21,608,0,0,82,419,107
25,1023,1971,1500,566,6,928,6,565,18,553,0,0,85,359,109
25,1024,1856,1400,531,13,856,9,530,18,521,0,0,60,342,119
25,1025,1765,1300,490,14,796,14,489,10,493,0,0,66,347,80
25,1026,2033,1500,636,8,856,8,636,23,621,0,0,89,418,114
25,1027,2022,1600,550,10,1040,10,550,23,537,0,0,118,326,93
25,1028,1369,1000,448,11,541,11,448,14,445,0,0,52,321,72
25,1029,1489,1100,391,10,699,10,391,8,393,0,0,75,257,61
25,1030,1847,1400,577,15,808,15,570,21,564,0,0,90,377,97
25,1031,1861,1400,436,4,960,4,436,15,425,0,0,63,269,93
25,1032,2102,1600,641,14,945,14,640,16,638,0,0,90,423,125
25,1033,2207,1700,652,13,1035,13,639,19,633,0,0,120,408,105
25,1034,1979,1500,630,10,860,10,628,19,619,0,0,90,422,107
25,1035,2031,1500,604,13,883,13,604,17,600,0,0,85,399,116
25,1036,1778,1300,523,10,767,10,522,22,510,0,0,64,344,102
25,1037,1549,1200,351,9,840,9,349,16,342,0,0,53,216,73
25,1038,1952,1500,570,10,920,10,570,12,568,0,0,80,387,101
25,1039,1752,1300,536,9,755,9,535,10,534,0,0,92,342,100
25,1040,1126,1000,370,4,626,4,370,15,359,0,0,40,242,77
25,1041,2581,2000,708,7,1285,7,708,16,699,0,0,121,439,139
25,1042,2266,1700,656,11,1033,11,656,19,648,0,0,97,408,143
25,1043,1631,1200,380,22,798,22,380,16,386,0,0,75,227,84
25,1044,1454,1100,372,6,722,6,372,9,369,0,0,42,263,64
25,1045,2398,2000,743,6,1251,6,728,21,713,0,0,72,489,152
25,1046,2291,1900,705,36,1159,36,705,20,721,0,0,84,481,156
25,1047,503,500,167,10,323,10,167,2,175,0,0,22,131,22
26,1145,1936,1500,478,18,1004,18,477,22,473,0,0,87,307,79
26,1146,1779,1500,445,14,1041,14,444,9,449,0,0,66,286,97
26,1147,1921,1500,491,13,996,13,491,21,483,0,0,51,349,83
26,1148,1956,1500,443,59,998,59,443,20,482,0,0,82,308,92
26,1149,2156,2000,456,6,1538,6,455,5,456,0,0,62,304,90
26,1150,2306,2000,481,16,1503,16,481,14,483,0,0,89,313,81
26,1151,2167,2000,542,15,1443,15,541,16,540,0,0,97,361,82
26,1152,2055,2000,454,16,1530,16,454,9,461,0,0,62,307,92
26,1153,2342,2000,557,10,1433,10,556,18,548,0,0,85,338,125
26,1154,2301,2000,692,9,1299,9,692,21,680,0,0,113,422,145
26,1155,1927,1500,482,11,1007,11,480,14,477,0,0,60,323,94
26,1156,1868,1500,480,17,1003,17,480,15,482,0,0,82,306,94
26,1157,1744,1500,403,21,1076,21,403,4,420,0,0,52,298,70
26,1158,2017,2000,474,12,1514,12,473,13,472,0,0,82,297,93
26,1159,2026,2000,487,8,1505,8,487,12,483,0,0,88,300,95
26,1160,2378,2000,559,7,1434,7,559,11,555,0,0,95,336,124
26,1161,1832,1500,471,5,1024,5,471,19,457,0,0,73,299,85
26,1162,1808,1500,475,2,1023,2,469,13,458,0,0,85,295,78
26,1163,1769,1500,431,19,1050,19,431,9,441,0,0,62,306,73
26,1164,288,450,104,175,171,175,104,5,274,0,0,28,216,30
26,1165,1887,1510,449,11,1050,11,449,15,445,0,0,76,279,90
26,1166,2128,2000,532,7,1461,7,532,14,525,0,0,87,349,89
26,1167,2356,2000,557,86,1357,86,557,21,622,0,0,108,408,106
26,1168,2183,2000,570,43,1387,43,569,25,587,0,0,95,417,75
26,1169,2284,2000,610,24,1366,24,610,15,619,0,0,105,410,104
26,1170,1819,1500,438,6,1056,6,438,7,437,0,0,79,288,70
26,1171,2482,2000,644,38,1318,38,643,19,662,0,0,122,413,127
26,1172,538,565,366,149,50,149,366,16,499,0,0,19,450,30
26,1173,1677,1500,395,8,1097,8,395,10,393,0,0,69,241,83
26,1174,1814,1500,489,9,1002,9,489,15,483,0,0,75,312,96
26,1175,1813,1500,365,18,1117,18,365,9,374,0,0,53,253,68
26,1176,1787,1500,479,11,1010,11,479,6,484,0,0,85,327,72
26,1177,1630,1500,420,11,1069,11,420,6,425,0,0,73,283,69
26,1178,1943,1500,466,13,1021,13,466,11,468,0,0,70,321,77
26,1179,1016,720,250,12,458,12,250,10,252,0,0,34,168,50
26,1180,2026,2000,302,20,1678,20,301,12,309,0,0,53,180,76
26,1181,2522,2000,813,13,1174,13,813,26,800,0,0,155,447,198
26,1182,2123,2000,653,3,1344,3,653,20,636,0,0,87,407,142
26,1183,924,700,259,5,436,5,259,5,259,0,0,48,155,56
26,1184,2296,2000,554,10,1436,10,554,17,547,0,0,73,362,112
26,1185,978,700,269,8,423,8,269,8,269,0,0,30,171,68
26,1186,1556,1500,421,6,1073,6,421,11,416,0,0,53,269,94
26,1187,2305,2000,534,10,1456,10,530,19,521,0,0,60,332,129
26,1188,2988,3000,660,1,2339,1,660,21,640,0,0,106,330,204
26,1189,3026,3000,544,3,2453,3,544,8,539,0,0,104,244,191
26,1193,1168,820,262,11,547,11,262,7,266,0,0,39,161,66
26,1194,1842,1500,474,14,1012,14,474,15,473,0,0,65,298,110
26,1195,1724,1500,452,21,1027,21,451,17,455,0,0,59,303,93
26,1196,2106,2000,546,28,1426,28,545,17,556,0,0,74,389,93
26,1197,1579,1500,352,13,1135,13,352,21,344,0,0,64,205,75
26,1198,1847,1500,495,16,989,16,493,6,503,0,0,76,305,122
26,1199,2067,2000,437,16,1547,16,421,13,424,0,0,57,269,98
26,1200,1833,1500,427,18,1055,18,427,17,428,0,0,74,267,87
26,1201,1715,1500,464,12,1024,12,464,24,452,0,0,88,255,109
26,1202,1911,1500,506,11,983,11,506,10,507,0,0,74,324,109
26,1203,1643,1500,376,6,1118,6,376,11,371,0,0,50,257,64
26,1204,1702,1500,429,8,1063,8,428,8,428,0,0,50,291,87
26,1205,1549,1500,403,6,1091,6,403,15,394,0,0,62,241,91
26,1206,2288,2000,667,4,1329,4,667,19,652,0,0,118,399,135
26,1207,2122,2000,536,14,1450,14,536,21,529,0,0,85,343,101
26,1208,1728,1500,423,13,1064,13,423,12,424,0,0,42,267,115
26,1209,1616,1500,374,19,1107,19,373,4,388,0,0,61,259,68
26,1210,456,530,262,161,107,161,262,57,366,0,0,39,292,35
26,1211,1509,1500,334,9,1157,9,334,11,332,0,0,69,174,89
26,1212,406,260,142,12,106,12,142,3,151,0,0,34,94,23
26,1213,2474,2000,1121,14,865,14,1121,29,1106,0,0,108,837,161
26,1214,2012,2000,437,14,1549,14,434,15,433,0,0,58,271,104
26,1215,1959,2000,331,8,1661,8,331,9,330,0,0,62,194,74
26,1216,1854,1500,429,14,1057,14,429,8,435,0,0,50,295,90
27,1367,2148,1600,453,10,1137,10,453,15,448,0,0,70,326,52
27,1368,1897,1500,415,5,1080,5,415,18,402,0,0,85,266,51
27,1369,1950,1600,493,19,1088,19,493,10,502,0,0,88,322,92
27,1370,1778,1400,433,14,953,14,433,14,433,0,0,73,275,85
27,1371,2192,1600,448,0,1152,0,447,10,437,0,0,108,217,112
27,1372,1386,1100,358,11,731,11,358,17,352,0,0,56,240,56
27,1373,1071,1000,273,4,723,4,272,5,271,0,0,58,145,68
27,1374,1152,1000,284,6,710,6,284,10,280,0,0,40,182,58
27,1375,2566,2000,673,6,1321,6,672,16,662,0,0,121,405,136
27,1376,994,800,308,5,487,5,308,8,305,0,0,59,196,50
27,1377,1498,1200,391,8,801,8,391,7,392,0,0,82,246,64
27,1378,1762,1500,436,8,1056,8,436,13,431,0,0,84,276,71
27,1379,2106,1700,470,10,1220,10,470,12,468,0,0,91,315,62
27,1380,1736,1500,411,12,1077,12,410,14,408,0,0,87,262,59
27,1381,1990,1600,516,7,1077,7,512,12,507,0,0,102,300,105
27,1382,2342,2000,525,14,1461,14,523,22,515,0,0,92,340,83
27,1383,2000,1600,467,11,1122,11,467,12,466,0,0,86,280,100
27,1384,1765,1500,387,8,1105,8,387,14,381,0,0,66,236,79
27,1385,1138,1000,213,7,780,7,213,11,209,0,0,29,133,47
27,1386,2160,1700,528,42,1130,42,527,21,548,0,0,95,363,90
27,1387,1665,1500,314,8,1178,8,313,12,309,0,0,66,198,45
27,1388,1839,1500,397,4,1099,4,397,12,389,0,0,67,251,71
27,1389,2398,2000,465,8,1527,8,461,14,455,0,0,97,279,79
27,1390,2151,1700,539,8,1153,8,539,14,533,0,0,112,338,83
27,1391,2783,2100,563,7,1530,7,563,22,548,0,0,134,285,129
27,1392,1822,1500,426,3,1071,3,426,10,419,0,0,56,285,78
27,1393,2705,2100,631,8,1461,8,630,15,623,0,0,131,353,139
27,1394,2072,1700,418,21,1261,21,416,10,427,0,0,88,264,75
27,1395,1288,1000,315,9,676,9,315,13,311,0,0,80,176,55
27,1396,1378,1100,317,6,777,6,317,10,313,0,0,72,188,53
27,1397,1520,1200,431,9,760,9,431,12,428,0,0,109,242,77
27,1398,2302,2000,636,17,1347,17,636,26,627,0,0,182,333,112
27,1399,2031,1500,449,8,1043,8,449,13,444,0,0,122,239,83
27,1400,1467,1200,361,13,826,13,360,10,363,0,0,77,212,74
27,1401,2028,1600,522,11,1067,11,522,17,516,0,0,120,319,77
27,1402,1825,2000,495,18,1487,18,495,9,504,0,0,110,290,104
27,1403,2645,2000,618,13,1369,13,618,23,608,0,0,121,383,104
27,1404,2773,2200,616,14,1570,14,613,19,608,0,0,118,371,119
27,1405,2440,2000,519,21,1460,21,519,13,527,0,0,83,349,95
27,1406,2673,2100,558,26,1516,26,558,11,573,0,0,104,367,102
27,1407,2673,2000,593,13,1394,13,590,26,577,0,0,98,364,115
27,1408,1787,1500,331,10,1159,10,330,18,322,0,0,65,197,60
27,1409,2178,1700,456,5,1239,5,454,8,451,0,0,86,264,101
27,1410,1922,1600,388,13,1199,13,388,15,386,0,0,56,248,82
27,1411,631,500,176,4,320,4,175,7,172,0,0,51,82,39
27,1412,1271,1100,320,3,777,3,320,8,315,0,0,31,238,46
27,1413,645,700,504,135,61,135,504,24,615,0,0,71,460,84
27,1414,775,800,682,0,118,0,682,36,646,0,0,32,563,51
28,1867,2330,2000,642,21,1337,21,614,19,616,0,0,100,412,104
28,1868,2333,2000,651,35,1314,35,649,25,659,0,0,121,420,118
28,1869,2483,2000,630,6,1364,6,630,17,619,0,0,127,396,96
28,1870,2488,2000,601,10,1389,10,601,22,589,0,0,73,439,77
28,1871,2850,2500,585,7,1908,7,578,7,578,0,0,68,456,54
28,1872,2130,2000,519,12,1469,12,518,9,521,0,0,106,320,95
28,1873,1887,1500,592,5,903,5,592,0,597,0,0,106,400,91
28,1874,1887,1500,533,16,951,16,533,8,541,0,0,29,480,32
28,1875,1622,1500,596,5,899,5,596,0,601,0,0,80,450,71
28,1876,1995,1500,617,87,796,87,617,0,704,0,0,104,478,122
28,1877,2262,2000,635,34,1331,34,634,22,646,0,0,98,434,114
28,1878,2215,2000,602,26,1372,26,600,23,603,0,0,106,406,91
28,1879,2302,2000,773,34,1193,34,773,2,805,0,0,158,503,144
28,1880,2305,2000,571,75,1354,75,567,3,639,0,0,97,453,89
28,1881,2278,2000,630,14,1356,14,630,14,630,0,0,86,515,29
28,1882,2305,2000,621,16,1363,16,619,13,622,0,0,125,357,140
28,1883,2576,2000,556,18,1426,18,553,15,556,0,0,131,298,127
28,1884,2595,2000,649,15,1336,15,648,17,646,0,0,161,371,114
28,1885,2505,2000,620,13,1367,13,620,0,633,0,0,108,422,103
28,1886,1791,1500,394,6,1100,6,394,16,384,0,0,76,240,68
28,1887,2181,2000,720,45,1235,45,720,0,765,0,0,101,537,127
28,1888,2180,2000,549,17,1434,17,549,4,562,0,0,100,388,74
28,1889,2520,2000,506,9,1485,9,497,8,498,0,0,85,340,73
28,1890,2594,2000,731,10,1259,10,730,5,735,0,0,84,567,84
28,1891,2026,1500,554,15,931,15,550,25,540,0,0,60,409,71
28,1892,2117,2000,741,18,1241,18,741,2,757,0,0,103,566,88
28,1893,2207,2000,504,2,1494,2,503,9,496,0,0,81,305,110
28,1894,2900,2500,776,4,1720,4,775,23,756,0,0,169,427,160
28,1895,2504,2000,675,9,1316,9,664,15,658,0,0,126,392,140
28,1896,2683,2000,643,9,1348,9,643,23,629,0,0,126,345,158
28,1897,2909,2500,701,2,1797,2,699,17,684,0,0,73,410,201
28,1898,1961,1500,569,7,924,7,567,14,560,0,0,103,352,105
28,1899,1929,1500,447,10,1043,10,445,12,443,0,0,70,279,94
28,1900,1572,1500,383,3,1114,3,383,9,377,0,0,44,270,63
28,1901,2434,2000,622,2,1376,2,622,11,613,0,0,120,391,102
28,1902,1790,1500,465,4,1031,4,465,10,459,0,0,31,374,54
28,1903,1716,1500,431,6,1063,6,431,14,423,0,0,24,361,38
28,1904,2012,1500,542,6,952,6,542,18,530,0,0,46,438,46
28,1905,1975,1500,506,3,991,3,506,22,487,0,0,84,324,79
28,1906,1782,1500,439,6,1055,6,439,10,435,0,0,65,300,70
28,1907,1764,1500,413,8,1079,8,413,18,403,0,0,52,299,52
28,1908,2097,2000,518,11,1471,11,518,6,523,0,0,131,282,110
28,1909,2249,2000,557,2,1441,2,554,6,550,0,0,95,340,115
28,1910,2015,1500,570,8,920,8,568,13,563,2,0,100,336,127
28,1911,2219,2000,545,13,1442,13,545,23,535,0,0,109,321,105
28,1912,2058,1500,516,6,978,6,516,9,513,0,0,83,324,106
28,1913,2441,2000,629,6,1365,6,628,6,628,0,0,89,435,104
28,1914,2619,2000,699,11,1290,11,697,15,693,0,0,93,439,161
28,1915,2140,2000,567,12,1421,12,555,15,552,0,0,68,414,70
28,1916,2130,2000,558,52,1390,52,558,17,593,0,0,89,391,113
28,1917,2345,2000,556,7,1437,7,556,10,553,0,0,92,376,85
28,1918,2225,2000,536,5,1459,5,536,10,531,0,0,104,329,98
28,1919,2152,2000,592,6,1402,6,592,10,588,0,0,66,443,79
28,1920,1986,2000,536,6,1458,6,536,7,535,0,0,105,327,103
28,1921,1187,1000,348,4,648,4,348,6,346,0,0,93,178,75
28,1922,2233,2000,563,2,1435,2,563,11,554,0,0,113,361,80
28,1923,2550,2000,592,8,1400,8,592,12,588,0,0,124,325,139
28,1924,2256,2000,666,9,1325,9,666,13,662,0,0,60,542,60
28,1925,316,400,242,48,110,48,242,6,284,0,0,41,190,53
28,1926,800,800,651,130,19,130,651,28,753,0,0,76,525,152
28,1927,2726,2000,708,12,1280,12,708,17,703,0,0,170,367,166
28,1928,2626,2000,563,14,1423,14,555,13,556,0,0,135,280,141
28,1929,2931,2500,593,2,1905,2,593,15,580,0,0,143,251,186
28,1930,2638,2000,664,11,1325,11,664,22,653,0,0,121,387,145
28,1931,2550,2000,608,1,1391,1,607,12,596,0,0,130,322,144
28,1932,2690,2000,676,2,1322,2,674,10,666,0,0,100,436,130
28,1933,1393,1000,386,5,609,5,385,9,381,0,0,82,228,71
28,1934,1676,1500,456,1,1043,1,453,9,445,0,0,119,208,118
28,1935,1502,1500,346,2,1152,2,346,5,343,0,0,56,211,76
28,1936,1692,1500,388,0,1112,0,386,8,378,0,0,94,212,72
28,1937,2214,2000,637,8,1355,8,637,18,627,0,0,143,337,147
28,1938,2464,2000,661,5,1334,5,660,8,657,0,0,36,591,30
28,1939,1844,1500,523,4,973,4,523,18,509,0,0,31,429,49
28,1940,2420,2000,691,4,1305,4,691,16,679,0,0,128,385,166
28,1941,398,400,278,72,50,72,277,28,321,0,0,39,252,30
28,1942,2853,2500,813,0,1687,0,810,7,803,0,0,124,488,191
28,1943,2659,2000,534,1,1465,1,534,11,524,0,0,101,237,186
28,1944,2635,2000,488,8,1504,8,488,8,488,0,0,111,220,157
28,1945,2547,2000,456,3,1541,3,456,6,453,0,0,17,377,59
28,1946,3053,2000,762,3,1235,3,762,22,743,0,0,180,289,274
28,2334,204,250,109,62,79,62,109,2,169,0,0,29,126,14
28,2335,235,300,156,1,143,1,156,4,153,0,0,22,107,24
28,2336,279,350,209,4,137,4,209,2,211,0,0,34,157,20
28,2337,76,150,58,0,92,0,58,0,58,0,0,11,37,10
28,2338,142,200,142,0,58,0,141,5,136,0,0,15,107,14
28,2339,187,250,147,0,103,0,147,1,146,0,0,15,116,15
28,2340,210,250,158,5,87,5,158,5,158,0,0,14,120,24
28,2341,62,100,55,0,45,0,55,1,54,0,0,12,36,6
29,1862,211,500,209,0,291,0,209,5,204,0,0,18,156,30
29,2104,1262,1000,281,9,710,9,281,11,279,0,0,32,202,45
29,2105,2324,2000,556,51,1393,51,556,16,591,0,0,109,359,123
29,2106,2231,2000,559,38,1403,38,559,13,584,0,0,107,363,114
29,2107,2013,2000,456,13,1531,13,456,12,457,0,0,64,321,72
29,2108,2077,2000,478,122,1400,122,478,9,591,0,0,76,421,94
29,2109,2108,2000,562,35,1403,35,562,17,580,0,0,97,376,107
29,2110,2106,2000,674,123,1203,123,660,38,745,0,0,78,510,157
29,2111,2238,2000,695,100,1205,100,680,24,756,0,0,98,513,145
29,2112,2309,2000,473,30,1497,30,471,3,498,0,0,71,358,69
29,2113,2653,2500,572,13,1915,13,559,25,547,0,0,90,346,111
29,2114,2615,2500,605,13,1882,13,605,12,606,0,0,135,363,108
29,2115,2445,2000,757,141,1102,141,747,36,852,0,0,72,597,183
29,2116,2495,2500,645,58,1797,58,632,41,649,0,0,70,497,82
29,2117,2561,2500,791,114,1595,114,783,38,859,0,0,75,704,80
29,2118,1972,2000,537,130,1333,130,526,47,609,0,0,66,409,134
29,2119,2448,2000,560,105,1335,95,557,18,634,0,0,86,450,98
29,2120,2238,2000,710,125,1165,125,696,37,784,0,0,100,543,141
29,2121,1877,1500,392,46,1062,46,392,9,429,0,0,68,285,76
29,2122,2466,2500,753,130,1617,130,740,32,838,0,0,97,571,170
29,2123,2438,2000,872,13,1115,13,861,36,838,0,0,123,570,145
29,2124,2619,2500,757,121,1622,121,745,27,839,0,0,73,572,194
29,2125,1590,1500,477,86,937,86,463,8,541,0,0,66,373,102
29,2126,2038,2000,586,87,1327,87,581,33,635,0,0,63,457,115
29,2127,1850,1500,434,105,961,105,429,20,514,0,0,39,425,50
29,2128,2188,2000,641,138,1221,138,633,43,728,0,0,65,611,52
29,2129,1899,1500,465,112,923,112,460,12,560,0,0,85,390,85
29,2130,1700,1500,503,116,881,116,495,29,582,0,0,62,412,108
29,2131,2268,2000,731,134,1135,134,724,30,828,0,0,107,591,130
29,2132,2265,2000,757,110,1133,110,745,35,820,0,0,69,576,175
29,2133,2266,2000,699,140,1161,140,693,40,793,0,0,67,622,104
29,2134,2067,2000,419,106,1475,106,419,10,515,0,0,75,340,100
29,2135,2670,2500,647,159,1694,155,647,23,779,0,0,140,495,144
29,2136,2843,2500,881,133,1486,132,881,91,922,0,0,175,565,182
29,2137,2381,2000,772,68,1160,68,755,10,813,0,0,85,641,87
29,2138,2255,2000,577,155,1268,155,559,12,702,0,0,85,523,94
29,2139,2467,2500,759,101,1640,101,737,20,818,0,0,82,543,193
29,2140,2551,2500,841,104,1555,104,818,34,888,0,0,132,588,168
29,2141,1579,1500,484,79,937,79,413,11,481,0,0,62,342,77
29,2142,2364,2000,860,7,1133,7,843,26,824,0,0,101,536,187
29,2143,2428,2000,733,139,1128,139,711,39,811,0,0,79,529,203
29,2144,2183,2000,607,169,1224,169,586,37,718,0,0,108,451,159
29,2145,2083,2000,529,155,1316,155,510,34,631,0,0,92,411,128
29,2146,2312,2000,607,150,1243,150,595,29,716,0,0,76,473,167
29,2147,2329,2000,654,156,1190,156,637,33,760,0,0,93,480,187
29,2148,2056,2000,624,155,1221,155,608,27,736,0,0,73,479,184
29,2149,2022,2000,542,158,1300,158,527,33,652,0,0,97,417,138
29,2150,2688,2500,855,17,1628,17,852,32,837,0,0,67,700,70
29,2151,2391,2000,698,8,1294,8,698,15,691,0,0,56,555,80
29,2152,2070,2000,517,6,1477,6,517,18,505,0,0,69,344,92
29,2153,1850,1500,443,13,1044,13,443,11,445,0,0,38,365,42
29,2154,1859,1500,387,8,1105,8,386,7,387,0,0,79,245,63
29,2155,2645,2500,547,12,1941,12,547,11,548,0,0,109,349,90
29,2156,2172,2000,508,11,1481,11,507,17,501,0,0,78,322,101
29,2157,2144,2000,503,9,1488,9,503,12,500,0,0,79,312,109
29,2158,1901,1500,413,7,1080,7,411,16,402,0,0,66,251,85
29,2159,2606,2500,686,17,1797,17,686,18,685,0,0,125,460,100
29,2160,2829,2500,779,24,1697,24,774,22,776,0,0,127,529,120
29,2161,2818,2500,638,11,1851,11,638,10,639,0,0,103,404,132
29,2162,2457,2000,690,8,1302,8,685,12,681,0,0,96,469,116
29,2163,2171,2000,474,7,1519,7,474,10,471,0,0,79,295,97
29,2164,2324,2000,561,16,1423,16,560,20,556,0,0,101,335,120
29,2165,2337,2000,591,15,1394,15,591,19,587,0,0,113,371,103
29,2166,2439,2000,604,13,1383,13,602,17,598,0,0,98,371,129
29,2167,2300,2000,490,8,1502,8,490,18,480,0,0,75,327,78
29,2168,1662,1500,393,54,1053,54,393,27,420,0,0,57,289,74
29,2169,1323,1000,815,92,93,92,795,41,846,0,0,76,643,127
29,2170,1950,1500,497,7,996,7,497,11,493,0,0,46,383,64
29,2171,2071,2000,584,11,1405,11,584,6,589,0,0,78,380,131
29,2172,1670,1500,897,235,368,235,882,40,1077,0,0,91,791,195
